Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
DrosophilaCicGFP	Q92878	RAD50	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q86SE5	RALYL	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62826	RAN	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P43487	RANBP1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P54136	RARS1	14	14	14.00	1	13	0.00	0.00	0.00	0.00	0.00	1.08	0.56	
DrosophilaCicGFP	Q09028	RBBP4	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q9NTZ6	RBM12	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q5T8P6	RBM26	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9NW13	RBM28	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P42696	RBM34	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q14498	RBM39	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
DrosophilaCicGFP	P38159	RBMX	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	P18754	RCC1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9P258	RCC2	6	6	6.00	1	8	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q14257	RCN2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	A0A804HJ37	RETREG1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P35251	RFC1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P35249	RFC4	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	Q6NTF9	RHBDD2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q5UIP0	RIF1	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	Q9H1E1	RNASE7	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P10155	RO60	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P27635	RPL10	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	P62906	RPL10A	4	4	4.00	1	8	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P62913	RPL11	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P30050	RPL12	7	7	7.00	1	6	0.00	0.00	0.00	0.00	0.00	1.17	0.52	
DrosophilaCicGFP	P26373	RPL13	5	5	5.00	1	7	0.00	0.00	0.00	0.00	0.00	0.71	0.58	
DrosophilaCicGFP	P40429	RPL13A	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P50914	RPL14	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P61313	RPL15	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P18621	RPL17	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q07020	RPL18	7	7	7.00	1	6	0.00	0.00	0.00	0.00	0.00	1.17	0.52	
DrosophilaCicGFP	Q02543	RPL18A	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P84098	RPL19	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P46778	RPL21	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	P35268	RPL22	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P62829	RPL23	6	6	6.00	1	3	0.05	0.05	0.05	0.05	0.05	2.00	0.33	
DrosophilaCicGFP	P62750	RPL23A	4	4	4.00	1	7	0.00	0.00	0.00	0.00	0.00	0.57	0.58	
DrosophilaCicGFP	P83731	RPL24	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	P61254	RPL26	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P61353	RPL27	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P46776	RPL27A	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	P47914	RPL29	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P39023	RPL3	13	13	13.00	1	11	0.00	0.00	0.00	0.00	0.00	1.18	0.55	
DrosophilaCicGFP	P62888	RPL30	7	7	7.00	1	7	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62899	RPL31	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P42766	RPL35	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P18077	RPL35A	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q9Y3U8	RPL36	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P61513	RPL37A	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P63173	RPL38	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
DrosophilaCicGFP	P36578	RPL4	9	9	9.00	1	15	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	P46777	RPL5	5	5	5.00	1	10	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q02878	RPL6	9	9	9.00	1	13	0.00	0.00	0.00	0.00	0.00	0.69	0.58	
DrosophilaCicGFP	P18124	RPL7	8	8	8.00	1	9	0.00	0.00	0.00	0.00	0.00	0.89	0.58	
DrosophilaCicGFP	P62424	RPL7A	5	5	5.00	1	8	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
DrosophilaCicGFP	P62917	RPL8	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P32969	RPL	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	P05388	RPLP0	10	10	10.00	1	10	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P05386	RPLP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P05387	RPLP2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P04843	RPN1	13	13	13.00	1	11	0.00	0.00	0.00	0.00	0.00	1.18	0.55	
DrosophilaCicGFP	P04844	RPN2	9	9	9.00	1	5	0.00	0.00	0.00	0.00	0.00	1.80	0.43	
DrosophilaCicGFP	P78346	RPP30	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	O75818	RPP40	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P46783	RPS10	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P62280	RPS11	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	P62277	RPS13	6	6	6.00	1	4	0.00	0.00	0.00	0.00	0.00	1.50	0.46	
DrosophilaCicGFP	P62263	RPS14	4	4	4.00	1	8	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P62244	RPS15A	7	7	7.00	1	7	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62249	RPS16	7	7	7.00	1	9	0.00	0.00	0.00	0.00	0.00	0.78	0.58	
DrosophilaCicGFP	P08708	RPS17	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62269	RPS18	5	5	5.00	1	8	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
DrosophilaCicGFP	P39019	RPS19	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	P15880	RPS2	11	11	11.00	1	10	0.00	0.00	0.00	0.00	0.00	1.10	0.55	
DrosophilaCicGFP	P60866	RPS20	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P62266	RPS23	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62847	RPS24	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P62851	RPS25	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	P62854	RPS26	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	P42677	RPS27	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P62857	RPS28	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62273	RPS29	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P23396	RPS3	19	19	19.00	1	17	0.00	0.00	0.00	0.00	0.00	1.12	0.57	
DrosophilaCicGFP	P61247	RPS3A	11	11	11.00	1	10	0.00	0.00	0.00	0.00	0.00	1.10	0.55	
DrosophilaCicGFP	P62701	RPS4X	10	10	10.00	1	14	0.00	0.00	0.00	0.00	0.00	0.71	0.58	
DrosophilaCicGFP	P46782	RPS5	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P62753	RPS6	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	P62081	RPS7	9	9	9.00	1	4	0.10	0.10	0.10	0.10	0.10	2.25	0.33	
DrosophilaCicGFP	P62241	RPS8	7	7	7.00	1	8	0.00	0.00	0.00	0.00	0.00	0.88	0.58	
DrosophilaCicGFP	P46781	RPS9	8	8	8.00	1	7	0.00	0.00	0.00	0.00	0.00	1.14	0.53	
DrosophilaCicGFP	P08865	RPSA	9	9	9.00	1	8	0.00	0.00	0.00	0.00	0.00	1.12	0.53	
DrosophilaCicGFP	Q9P2E9	RRBP1	7	7	7.00	1	0	1.00	1.00	1.00	1.00	1.00	70.00	0.00	
DrosophilaCicGFP	P23921	RRM1	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	P31350	RRM2	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q14684	RRP1B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O76021	RSL1D1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O95197	RTN3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9NQC3	RTN4	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	Q9Y265	RUVBL1	4	4	4.00	1	10	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
DrosophilaCicGFP	Q9Y230	RUVBL2	3	3	3.00	1	6	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P31949	S100A11	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q9HCY8	S100A14	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q96FQ6	S100A16	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q15424	SAFB	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q14151	SAFB2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9Y3Z3	SAMHD1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P49591	SARS1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q6UWP8	SBSN	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O95104	SCAF4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P31040	SDHA	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P67812	SEC11A	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O15027	SEC16A	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P53992	SEC24C	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	O94979	SEC31A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UGP8	SEC63	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q15019	SEPTIN2	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q14141	SEPTIN6	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q16181	SEPTIN7	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8NC51	SERBP1	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8IW75	SERPINA12	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P05120	SERPINB2	3	3	3.00	1	6	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O75635	SERPINB7	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P50454	SERPINH1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P0DME0	SETSIP	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q15637	SF1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q15459	SF3A1	9	9	9.00	1	0	1.00	1.00	1.00	1.00	1.00	90.00	0.00	
DrosophilaCicGFP	Q15428	SF3A2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q12874	SF3A3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O75533	SF3B1	6	6	6.00	1	3	0.05	0.05	0.05	0.05	0.05	2.00	0.33	
DrosophilaCicGFP	Q13435	SF3B2	12	12	12.00	1	1	1.00	1.00	1.00	1.00	1.00	12.00	0.00	
DrosophilaCicGFP	Q15393	SF3B3	13	13	13.00	1	4	0.94	0.94	0.94	0.94	0.94	3.25	0.02	
DrosophilaCicGFP	Q15427	SF3B4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9Y3B4	SF3B6	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P23246	SFPQ	11	11	11.00	1	4	0.58	0.58	0.58	0.58	0.58	2.75	0.04	
DrosophilaCicGFP	Q9H9B4	SFXN1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P34897	SHMT2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9NXA8	SIRT5	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P63208	SKP1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q15758	SLC1A5	8	8	8.00	1	3	0.44	0.44	0.44	0.44	0.44	2.67	0.09	
DrosophilaCicGFP	P53007	SLC25A1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q02978	SLC25A11	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	O75746	SLC25A12	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q9UJS0	SLC25A13	7	7	7.00	1	2	0.84	0.84	0.84	0.84	0.84	3.50	0.02	
DrosophilaCicGFP	Q00325	SLC25A3	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P05141	SLC25A5	14	14	14.00	1	9	0.00	0.00	0.00	0.00	0.00	1.56	0.52	
DrosophilaCicGFP	P12236	SLC25A6	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P08195	SLC3A2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O60264	SMARCA5	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q14683	SMC1A	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O95347	SMC2	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	Q9NTJ3	SMC4	6	6	6.00	1	0	1.00	1.00	1.00	1.00	1.00	60.00	0.00	
DrosophilaCicGFP	Q16637	SMN	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q7KZF4	SND1	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	O75643	SNRNP200	19	19	19.00	1	2	1.00	1.00	1.00	1.00	1.00	9.50	0.00	
DrosophilaCicGFP	P09661	SNRPA1	7	7	7.00	1	7	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P14678	SNRPB	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P62316	SNRPD2	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P62318	SNRPD3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62304	SNRPE	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q13573	SNW1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9UNH7	SNX6	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P00441	SOD1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P35270	SPR	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q13813	SPTAN1	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	Q01082	SPTBN1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	O15269	SPTLC1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P37108	SRP14	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9UHB9	SRP68	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	O76094	SRP72	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q96SB4	SRPK1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9GZT4	SRR	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8IYB3	SRRM1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q07955	SRSF1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	Q05519	SRSF11	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P84103	SRSF3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q08170	SRSF4	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q13243	SRSF5	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q13247	SRSF6	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q16629	SRSF7	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P05455	SSB	6	6	6.00	1	6	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P43307	SSR1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UNL2	SSR3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P51571	SSR4	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P50502	ST13	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O95793	STAU1	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P31948	STIP1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	Q9UJZ1	STOML2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9Y3F4	STRAP	2	2	2.00	1	5	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
DrosophilaCicGFP	Q9Y5B9	SUPT16H	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O00267	SUPT5H	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O15260	SURF4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q15431	SYCP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q92797	SYMPK	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O60506	SYNCRIP	12	12	12.00	1	8	0.00	0.00	0.00	0.00	0.00	1.50	0.51	
DrosophilaCicGFP	Q16563	SYPL1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P37802	TAGLN2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P37837	TALDO1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	Q13148	TARDBP	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P26639	TARS1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q16650	TBR1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P20062	TCN2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P17987	TCP1	10	10	10.00	1	13	0.00	0.00	0.00	0.00	0.00	0.77	0.58	
DrosophilaCicGFP	Q9NZ01	TECR	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q9NXF1	TEX10	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q92734	TFG	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P02786	TFRC	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	O43548	TGM5	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8NI27	THOC2	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	Q9Y2W1	THRAP3	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	O14925	TIMM23	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O43615	TIMM44	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q3ZCQ8	TIMM50	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P04183	TK1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P29401	TKT	11	11	11.00	1	6	0.00	0.00	0.00	0.00	0.00	1.83	0.47	
DrosophilaCicGFP	Q9Y490	TLN1	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P49755	TMED10	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P57088	TMEM33	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
